QM9_index n(H) n(C) n(N) n(O) n(F) RI-CCSD(T)/aug-cc-pVTZ RI-MP2/aug-cc-pVQZ RI-MP2/aug-cc-pVTZ CCSD(T)/aug-cc-pVQZ_additive_scheme E(HF/cc-pVDZ) U0(QM9) zpve(QM9) dE_CCSD(T)/aug-cc-pVQZ_additive_scheme dE_HF/cc-pVDZ dE_QM9 dE_0DNN_ls_onQM9 PML_QC_DFT_correction dE_PML_QC_DFT PML_QC_CCSD_correction dE_PML_QC_CCSD
5421 3 4 1 3 0 -434.159011 -434.294464 -434.074630 -434.378845 -432.279391 -434.597566 0.072411 -1.997546 -1.267765 -2.004472 -2.002896 -0.000382 -2.003278 0.008924 -1.993972
5422 7 6 1 1 0 -362.381238 -362.468645 -362.279861 -362.570022 -360.612425 -362.723781 0.119495 -2.614284 -1.814929 -2.612293 -2.610251 -0.004858 -2.615109 -0.004582 -2.614832
5423 6 6 0 2 0 -382.220962 -382.318169 -382.121564 -382.417568 -380.428023 -382.590938 0.106934 -2.490505 -1.728754 -2.486444 -2.481900 -0.006643 -2.488543 -0.008914 -2.490814
5424 6 5 2 1 0 -378.413651 -378.513748 -378.317464 -378.609935 -376.613579 -378.777942 0.108044 -2.412742 -1.610791 -2.418187 -2.418194 -0.001926 -2.420120 0.006378 -2.411816
5425 5 5 1 2 0 -398.255401 -398.365563 -398.161345 -398.459620 -396.431263 -398.647007 0.095439 -2.291101 -1.526702 -2.294202 -2.291929 -0.003723 -2.295652 0.001276 -2.290652
5426 6 5 2 1 0 -378.409908 -378.510448 -378.314112 -378.606244 -376.606813 -378.770454 0.108703 -2.409050 -1.604025 -2.411358 -2.411428 -0.003176 -2.414605 0.000698 -2.410731
5427 5 5 1 2 0 -398.252583 -398.363444 -398.159119 -398.456908 -396.426053 -398.641719 0.096061 -2.288389 -1.521492 -2.289536 -2.286719 -0.005796 -2.292515 -0.002581 -2.289300
5428 5 4 3 1 0 -394.441610 -394.555145 -394.351361 -394.645394 -392.606655 -394.824507 0.097148 -2.206746 -1.398576 -2.217040 -2.218060 -0.002538 -2.220598 0.009141 -2.208919
5429 4 4 2 2 0 -414.285883 -414.410114 -414.198240 -414.497757 -412.427056 -414.697346 0.084435 -2.087783 -1.317203 -2.096721 -2.094511 -0.004395 -2.098906 0.005921 -2.088590
5430 5 5 1 2 0 -398.262809 -398.376517 -398.172179 -398.467147 -396.435799 -398.648957 0.096248 -2.298628 -1.531239 -2.296961 -2.296465 -0.003008 -2.299474 -0.002856 -2.299321
5431 7 7 1 0 0 -325.226863 -325.298605 -325.125240 -325.400228 -323.554614 -325.543923 0.118980 -2.657168 -1.862740 -2.649727 -2.646716 -0.004622 -2.651338 -0.009828 -2.656544
5432 6 6 2 0 0 -341.318231 -341.401412 -341.222326 -341.497316 -339.618528 -341.652648 0.109129 -2.512800 -1.721362 -2.511785 -2.517420 0.003183 -2.514237 0.005671 -2.511748
5433 6 7 0 1 0 -345.067254 -345.148698 -344.967535 -345.248417 -343.370790 -345.412127 0.106380 -2.534031 -1.777142 -2.524886 -2.518943 -0.006612 -2.525555 -0.013022 -2.531964
5434 5 6 1 1 0 -361.156254 -361.249201 -361.062357 -361.343099 -359.431952 -361.518557 0.096352 -2.387257 -1.633013 -2.384472 -2.386894 0.000954 -2.385939 0.000078 -2.386815
5435 6 6 2 0 0 -341.262719 -341.347050 -341.166250 -341.443519 -339.559334 -341.601345 0.107623 -2.459003 -1.662168 -2.458976 -2.458225 -0.001580 -2.459805 0.000155 -2.458070
5436 5 5 3 0 0 -357.351859 -357.447830 -357.261176 -357.538513 -355.621258 -357.708037 0.097625 -2.312542 -1.518800 -2.318854 -2.326938 0.005540 -2.321398 0.016618 -2.310320
5437 5 6 1 1 0 -361.104881 -361.199110 -361.010421 -361.293571 -359.377463 -361.471178 0.095057 -2.337729 -1.578524 -2.335798 -2.332405 -0.004448 -2.336853 -0.004254 -2.336659
5438 4 5 2 1 0 -377.191563 nan -377.102995 nan -375.436410 -377.575424 0.084885 nan -1.432179 -2.193056 -2.198140 0.002836 -2.195304 0.010130 -2.188010
5439 6 6 2 0 0 -341.256009 -341.340942 -341.159981 -341.436970 -339.549373 -341.590220 0.108182 -2.452454 -1.652206 -2.448410 -2.448264 -0.001579 -2.449843 -0.005537 -2.453801
5440 5 5 3 0 0 -357.347015 -357.443362 -357.256570 -357.533808 -355.613497 -357.699323 0.098282 -2.307836 -1.511040 -2.310797 -2.319178 0.006387 -2.312791 0.010090 -2.309087
5441 5 6 1 1 0 -361.098175 -361.193170 -361.004255 -361.287090 -359.367897 -361.461077 0.095540 -2.331248 -1.568957 -2.326180 -2.322838 -0.004059 -2.326898 -0.007188 -2.330026
5442 4 5 2 1 0 -377.187728 -377.294173 -377.099455 -377.382446 -375.430451 -377.568864 0.085548 -2.185149 -1.426220 -2.187159 -2.192182 0.003170 -2.189012 0.006325 -2.185857
5443 5 5 3 0 0 -357.290879 -357.388752 -357.200338 -357.479294 -355.552674 -357.647094 0.096821 -2.253322 -1.450216 -2.257107 -2.258354 -0.000894 -2.259248 0.004094 -2.254260
5444 4 4 4 0 0 -373.379845 -373.489257 -373.294922 -373.574179 -371.614907 -373.754393 0.086775 -2.106752 -1.307157 -2.117544 -2.127376 0.007102 -2.120275 0.020650 -2.106726
5445 4 5 2 1 0 -377.134499 -377.242692 -377.046305 -377.330887 -375.372259 -377.519384 0.084092 -2.133590 -1.368028 -2.136223 -2.133989 -0.003446 -2.137435 0.002151 -2.131839
5446 3 4 3 1 0 -393.221905 -393.341754 -393.139398 -393.424260 -391.432739 -393.625264 0.073974 -1.985508 -1.223217 -1.995169 -2.001259 0.003592 -1.997668 0.017007 -1.984252
5447 5 6 1 1 0 -361.109677 -361.207520 -361.018592 -361.298605 -359.379466 -361.469525 0.095714 -2.342764 -1.580526 -2.334802 -2.334407 -0.002085 -2.336492 -0.009103 -2.343511
5448 4 5 2 1 0 -377.199615 -377.309014 -377.114190 -377.394439 -375.442499 -377.577465 0.085915 -2.197142 -1.438268 -2.196127 -2.204230 0.005179 -2.199051 0.005877 -2.198353
5449 4 5 2 1 0 -377.143520 -377.254315 -377.057983 -377.339852 -375.381340 -377.525307 0.084358 -2.142556 -1.377109 -2.142412 -2.143071 -0.000079 -2.143149 -0.001496 -2.144567
5450 7 7 1 0 0 -325.224935 -325.297542 -325.124147 -325.398331 -323.551651 -325.543168 0.118926 -2.655270 -1.859776 -2.648918 -2.643753 -0.005385 -2.649138 -0.012065 -2.655818
5451 6 6 2 0 0 -341.313334 -341.397487 -341.218285 -341.492536 -339.612084 -341.649244 0.109026 -2.508020 -1.714918 -2.508278 -2.510976 0.001638 -2.509338 0.005376 -2.505600
5452 6 6 2 0 0 -341.264726 -341.349035 -341.168293 -341.445468 -339.561060 -341.604050 0.107583 -2.460952 -1.663894 -2.461641 -2.459951 -0.001639 -2.461590 0.000975 -2.458976
5453 5 5 3 0 0 -357.351499 -357.447098 -357.260538 -357.538058 -355.620091 -357.708562 0.097551 -2.312087 -1.517633 -2.319305 -2.325771 0.005988 -2.319783 0.015458 -2.310313
5454 6 7 0 1 0 -345.062850 -345.145110 -344.963854 -345.244106 -343.364910 -345.409214 0.106396 -2.529720 -1.771262 -2.521989 -2.513063 -0.008573 -2.521636 -0.018058 -2.531121
5455 5 6 1 1 0 -361.148896 -361.242664 -361.055580 -361.335980 -359.423000 -361.512785 0.096369 -2.380138 -1.624061 -2.378717 -2.377942 -0.001421 -2.379363 0.000062 -2.377880
5456 5 6 1 1 0 -361.104206 -361.198363 -361.009718 -361.292851 -359.376133 -361.471524 0.095105 -2.337009 -1.577194 -2.336192 -2.331075 -0.004988 -2.336063 -0.004470 -2.335544
5457 4 5 2 1 0 -377.188386 -377.293881 -377.099358 -377.382909 -375.432459 -377.573281 0.084929 -2.185613 -1.428228 -2.190957 -2.194190 0.002276 -2.191914 0.008766 -2.185424
5458 6 6 2 0 0 -341.253449 -341.339553 -341.158567 -341.434435 -339.544016 -341.589486 0.108090 -2.449919 -1.646850 -2.447584 -2.442907 -0.003891 -2.446798 -0.006195 -2.449102
5459 5 5 3 0 0 -357.342098 -357.439492 -357.252645 -357.528945 -355.605379 -357.696467 0.098233 -2.302973 -1.502922 -2.307892 -2.311060 0.003625 -2.307435 0.008698 -2.302362
5460 5 5 3 0 0 -357.296716 -357.394672 -357.206121 -357.485267 -355.557529 -357.654283 0.096879 -2.259295 -1.455071 -2.264354 -2.263210 -0.000357 -2.263566 0.005745 -2.257465
5461 4 4 4 0 0 -373.384121 -373.493213 -373.298724 -373.578610 -371.618040 -373.760220 0.086940 -2.111183 -1.310290 -2.123536 -2.130509 0.005916 -2.124593 0.019600 -2.110909
5462 5 6 1 1 0 -361.091657 -361.187491 -360.998596 -361.280553 -359.357880 -361.456180 0.095701 -2.324711 -1.558941 -2.321444 -2.312822 -0.006932 -2.319754 -0.010825 -2.323647
5463 4 5 2 1 0 -377.178275 -377.285291 -377.090589 -377.372977 -375.417271 -377.561077 0.085727 -2.175680 -1.413040 -2.179551 -2.179001 0.000310 -2.178691 0.003749 -2.175252
5464 4 5 2 1 0 -377.135885 -377.243665 -377.047226 -377.332324 -375.372712 -377.522038 0.084377 -2.135028 -1.368481 -2.139162 -2.134443 -0.003669 -2.138112 0.000030 -2.134413
5465 3 4 3 1 0 -393.221085 -393.340073 -393.137630 -393.423529 -391.430981 -393.625687 0.074322 -1.984777 -1.221458 -1.995940 -1.999500 0.002605 -1.996895 0.014528 -1.984972
5466 5 6 1 1 0 -361.105918 -361.204923 -361.015988 -361.294853 -359.372314 -361.467209 0.095669 -2.339012 -1.573375 -2.332441 -2.327256 -0.003918 -2.331174 -0.010943 -2.338199
5467 4 5 2 1 0 -377.193145 -377.303464 -377.108711 -377.387899 -375.432162 -377.572597 0.085876 -2.190602 -1.427931 -2.191220 -2.193893 0.002701 -2.191192 0.004612 -2.189281
5468 4 5 2 1 0 -377.149816 -377.260822 -377.064481 -377.346158 -375.386267 -377.532031 0.084710 -2.148861 -1.382036 -2.149488 -2.147998 -0.001489 -2.149487 -0.000997 -2.148995
5469 3 4 3 1 0 -393.236419 -393.358654 -393.156433 -393.438641 -391.445855 -393.636813 0.074822 -1.999889 -1.236332 -2.007566 -2.014375 0.006206 -2.008169 0.014073 -2.000302
5470 3 5 1 2 0 -396.987147 -397.107933 -396.903771 -397.191309 -395.198993 -397.397876 0.072117 -2.022687 -1.292989 -2.022295 -2.016774 -0.004356 -2.021130 -0.006273 -2.023047
5471 2 4 2 2 0 -413.071234 -413.203281 -412.993226 -413.281290 -411.255986 -413.499938 0.062123 -1.871213 -1.144691 -1.877547 -1.880557 0.003094 -1.877463 0.008380 -1.872176
5472 7 6 1 1 0 -362.383866 -362.472997 -362.283924 -362.572939 -360.613500 -362.727879 0.119850 -2.617201 -1.816004 -2.616746 -2.611326 -0.005826 -2.617152 -0.006103 -2.617429
5473 6 5 2 1 0 -378.422884 -378.523405 -378.326976 -378.619314 -376.622770 -378.787424 0.108494 -2.422121 -1.619982 -2.428119 -2.427386 -0.001370 -2.428755 0.005596 -2.421790
5474 6 6 0 2 0 -382.215711 -382.314037 -382.117333 -382.412415 -380.420830 -382.587361 0.106995 -2.485352 -1.721561 -2.482928 -2.474707 -0.010212 -2.484919 -0.011945 -2.486652
5475 5 5 1 2 0 -398.256549 -398.366587 -398.162425 -398.460711 -396.432279 -398.648819 0.095641 -2.292192 -1.527718 -2.296216 -2.292945 -0.006266 -2.299211 -0.001103 -2.294048
5476 6 5 2 1 0 -378.413004 -378.515413 -378.318885 -378.609533 -376.606660 -378.775519 0.109122 -2.412340 -1.603872 -2.416842 -2.411275 -0.005986 -2.417261 -0.001237 -2.412512
5477 5 4 3 1 0 -394.456329 -394.570492 -394.366309 -394.660511 -392.620832 -394.839986 0.097888 -2.221863 -1.412752 -2.233259 -2.232236 -0.002939 -2.235175 0.010213 -2.222023
5478 5 5 1 2 0 -398.245364 -398.357095 -398.152946 -398.449512 -396.414770 -398.636178 0.096323 -2.280994 -1.510209 -2.284257 -2.275435 -0.009032 -2.284468 -0.006633 -2.282069
5479 4 4 2 2 0 -414.289790 -414.413564 -414.201683 -414.501670 -412.430563 -414.702028 0.084975 -2.091697 -1.320711 -2.101943 -2.098018 -0.006005 -2.104023 0.004505 -2.093513
5480 5 5 1 2 0 -398.264730 -398.380250 -398.175790 -398.469191 -396.434977 -398.651701 0.096795 -2.300672 -1.530416 -2.300252 -2.295643 -0.005970 -2.301613 -0.007167 -2.302810
5481 4 4 2 2 0 -414.311108 -414.438374 -414.226393 -414.523088 -412.452157 -414.718711 0.085859 -2.113115 -1.342304 -2.119510 -2.119612 -0.000946 -2.120558 0.005806 -2.113806
5482 3 4 1 3 0 -434.142419 -434.279261 -434.059584 -434.362095 -432.259364 -434.578414 0.072904 -1.980796 -1.247738 -1.985813 -1.982869 -0.003942 -1.986811 -0.000522 -1.983391
5483 7 6 1 1 0 -362.382737 -362.469567 -362.280224 -362.572080 -360.616043 -362.726041 0.119929 -2.616342 -1.818547 -2.614987 -2.613870 -0.002249 -2.616119 -0.001730 -2.615599
5484 6 5 2 1 0 -378.416970 -378.515473 -378.319182 -378.613260 -376.619957 -378.781714 0.108375 -2.416067 -1.617170 -2.422290 -2.424573 0.000682 -2.423891 0.008988 -2.415585
5485 6 5 2 1 0 -378.420534 -378.519167 -378.322780 -378.616921 -376.623102 -378.785008 0.108269 -2.419728 -1.620314 -2.425478 -2.427717 0.000310 -2.427407 0.010103 -2.417614
5486 6 5 2 1 0 -378.410653 -378.511054 -378.314175 -378.607531 -376.609985 -378.771400 0.108911 -2.410338 -1.607197 -2.412512 -2.414601 0.000213 -2.414388 0.003627 -2.410973
5487 5 4 3 1 0 -394.444180 -394.556463 -394.352600 -394.648044 -392.612895 -394.826460 0.097440 -2.209395 -1.404816 -2.219285 -2.224300 0.003348 -2.220952 0.015149 -2.209150
5488 5 4 3 1 0 -394.453534 -394.565472 -394.361582 -394.657424 -392.622642 -394.835329 0.097646 -2.218775 -1.414562 -2.228360 -2.234046 0.002089 -2.231958 0.014673 -2.219374
5489 5 5 1 2 0 -398.262904 -398.376323 -398.171420 -398.467808 -396.438720 -398.649560 0.096208 -2.299289 -1.534159 -2.297524 -2.299385 -0.000705 -2.300090 -0.001165 -2.300551
5490 4 4 2 2 0 -414.309820 -414.434785 -414.223044 -414.521562 -412.456088 -414.716503 0.085338 -2.111588 -1.346235 -2.116781 -2.123543 0.003433 -2.120109 0.012217 -2.111325
5491 7 7 1 0 0 -325.224436 -325.296445 -325.122954 -325.397926 -323.552071 -325.541571 0.118955 -2.654866 -1.860197 -2.647350 -2.644173 -0.003103 -2.647277 -0.010069 -2.654242
5492 6 6 2 0 0 -341.315392 -341.398975 -341.219763 -341.494604 -339.615412 -341.650002 0.109104 -2.510088 -1.718245 -2.509114 -2.514303 0.004247 -2.510056 0.004143 -2.510160
5493 6 7 0 1 0 -345.062894 -345.144398 -344.963181 -345.244111 -343.366088 -345.407691 0.106556 -2.529726 -1.772441 -2.520626 -2.514241 -0.006162 -2.520403 -0.016281 -2.530522
5494 5 6 1 1 0 -361.151252 -361.244381 -361.057505 -361.338128 -359.426392 -361.513523 0.096504 -2.382287 -1.627453 -2.379590 -2.381334 0.001707 -2.379627 -0.000844 -2.382178
5495 6 6 2 0 0 -341.251788 -341.337460 -341.156523 -341.432725 -339.542143 -341.586507 0.108095 -2.448209 -1.644977 -2.444610 -2.441034 -0.002848 -2.443882 -0.007258 -2.448292
5496 5 5 3 0 0 -357.342246 -357.439574 -357.252833 -357.528987 -355.605353 -357.694958 0.098184 -2.303016 -1.502895 -2.306334 -2.311033 0.003962 -2.307071 0.007806 -2.303227
5497 5 6 1 1 0 -361.089920 -361.184988 -360.996382 -361.278526 -359.356169 -361.452656 0.095766 -2.322684 -1.557230 -2.317985 -2.311111 -0.005990 -2.317101 -0.011152 -2.322262
5498 4 5 2 1 0 -377.177713 -377.284528 -377.090140 -377.372101 -375.416205 -377.558451 0.085618 -2.174804 -1.411975 -2.176816 -2.177936 0.001141 -2.176796 0.002345 -2.175592
5499 5 6 1 1 0 -361.105176 -361.203700 -361.014909 -361.293966 -359.371136 -361.465123 0.095823 -2.338125 -1.572196 -2.330509 -2.326077 -0.003871 -2.329948 -0.011204 -2.337281
5500 4 5 2 1 0 -377.194156 -377.304391 -377.109752 -377.388795 -375.432806 -377.572055 0.085880 -2.191498 -1.428575 -2.190682 -2.194536 0.004139 -2.190397 0.003821 -2.190715
5501 7 6 1 1 0 -362.378120 -362.466056 -362.276978 -362.567198 -360.610115 -362.721043 0.119816 -2.611460 -1.812619 -2.609876 -2.607942 -0.003499 -2.611441 -0.005597 -2.613538
5502 6 6 0 2 0 -382.213956 -382.311420 -382.114643 -382.410733 -380.421468 -382.584483 0.107150 -2.483670 -1.722199 -2.480205 -2.475345 -0.005379 -2.480724 -0.010421 -2.485767
5503 6 5 2 1 0 -378.404578 -378.505909 -378.309443 -378.601044 -376.600062 -378.765446 0.108855 -2.403851 -1.597274 -2.406502 -2.404677 -0.005357 -2.410034 -0.000587 -2.405264
5504 5 5 1 2 0 -398.240134 -398.350900 -398.146788 -398.444246 -396.411489 -398.628791 0.096230 -2.275727 -1.506928 -2.276777 -2.272154 -0.007129 -2.279283 -0.005688 -2.277842
5505 5 5 1 2 0 -398.256674 -398.370827 -398.166494 -398.461007 -396.428892 -398.642330 0.096411 -2.292488 -1.524331 -2.290497 -2.289558 -0.003302 -2.292859 -0.005865 -2.295423
5506 7 7 1 0 0 -325.214654 -325.288172 -325.114201 -325.388625 -323.542040 -325.534619 0.119083 -2.645564 -1.850165 -2.640526 -2.634142 -0.006827 -2.640969 -0.010277 -2.644419
5507 6 6 2 0 0 -341.303241 -341.388394 -341.208709 -341.482926 -339.602477 -341.640686 0.109159 -2.498410 -1.705311 -2.499853 -2.501368 -0.000243 -2.501611 0.002918 -2.498450
5508 6 6 2 0 0 -341.250053 -341.335610 -341.154761 -341.430901 -339.545114 -341.590874 0.107777 -2.446385 -1.647948 -2.448659 -2.444005 -0.005323 -2.449328 -0.000040 -2.444046
5509 5 5 3 0 0 -357.335735 -357.433684 -357.246977 -357.522442 -355.602348 -357.694293 0.097593 -2.296471 -1.499890 -2.305078 -2.308029 0.001379 -2.306649 0.013942 -2.294087
5510 6 6 2 0 0 -341.252889 -341.337388 -341.156658 -341.433620 -339.549507 -341.593460 0.107917 -2.449104 -1.652341 -2.451385 -2.448398 -0.005023 -2.453421 -0.000444 -2.448842
5511 5 5 3 0 0 -357.339563 -357.435496 -357.248965 -357.526094 -355.608248 -357.697679 0.097870 -2.300122 -1.505790 -2.308741 -2.313928 0.002866 -2.311062 0.013504 -2.300425
5512 7 6 1 1 0 -362.367164 -362.456645 -362.267282 -362.556526 -360.597287 -362.712795 0.119932 -2.600788 -1.799791 -2.601744 -2.595113 -0.008838 -2.603951 -0.005988 -2.601101
5513 6 5 2 1 0 -378.397225 -378.499250 -378.302911 -378.593565 -376.594478 -378.764061 0.108213 -2.396371 -1.591690 -2.404475 -2.399093 -0.007372 -2.406466 0.003194 -2.395899
5514 6 5 2 1 0 -378.403337 -378.503629 -378.307341 -378.599625 -376.603634 -378.769728 0.108508 -2.402432 -1.600846 -2.410437 -2.408249 -0.004328 -2.412577 0.004923 -2.403327
5515 8 5 2 1 0 nan nan nan nan -377.742316 -379.935967 0.129951 nan -1.740971 -2.597573 -2.589816 -0.007182 -2.596998 0.000916 -2.588900
5516 9 6 1 1 0 nan -363.666126 nan nan -361.765354 -363.898272 0.142837 nan -1.969301 -2.809580 -2.806065 -0.003523 -2.809587 -0.010077 -2.816141
5517 8 5 2 1 0 nan -379.719517 nan nan -377.775901 -379.960456 0.131521 nan -1.774557 -2.623632 -2.623401 -0.000294 -2.623695 0.000387 -2.623014
5518 8 6 0 2 0 nan -383.516537 nan nan -381.583111 -383.768015 0.130578 nan -1.885285 -2.686619 -2.679872 -0.006849 -2.686721 -0.015471 -2.695343
5519 7 5 1 2 0 -399.466570 -399.570390 -399.364875 -399.672085 -397.595000 -399.830803 0.119310 -2.503670 -1.691883 -2.501323 -2.498551 -0.003152 -2.501703 -0.003492 -2.502043
5520 11 7 1 0 0 nan -327.758083 nan nan -325.945989 -327.977758 0.166038 nan -2.257001 -3.129528 -3.123860 -0.004973 -3.128834 -0.008877 -3.132737
5521 10 7 0 1 0 nan -347.611231 nan nan -345.766113 -347.849095 0.153665 nan -2.175352 -3.008047 -3.000035 -0.009258 -3.009293 -0.016465 -3.016500
5522 10 6 2 0 0 nan -343.811877 nan nan -341.956888 -344.040277 0.154862 nan -2.062608 -2.944055 -2.941549 -0.004745 -2.946294 -0.002902 -2.944450
5523 9 6 1 1 0 nan -363.666719 nan nan -361.778729 -363.912999 0.142448 nan -1.982676 -2.823918 -2.819440 -0.005241 -2.824681 -0.004823 -2.824263
5524 10 6 2 0 0 nan -343.798467 nan nan -341.935479 -344.021258 0.155104 nan -2.041199 -2.925278 -2.920139 -0.004381 -2.924521 -0.008522 -2.928661
5525 9 6 1 1 0 nan -363.651023 nan nan -361.755542 -363.892451 0.142767 nan -1.959489 -2.803689 -2.796253 -0.006798 -2.803051 -0.011122 -2.807375
5526 9 5 3 0 0 nan -359.855858 nan nan -357.950612 -360.087533 0.144067 nan -1.851040 -2.743700 -2.742061 -0.001492 -2.743553 0.005722 -2.736339
5527 8 5 2 1 0 nan -379.709384 nan nan -377.771326 -379.959584 0.131599 nan -1.769981 -2.622838 -2.618826 -0.003746 -2.622572 -0.000264 -2.619090
5528 9 6 1 1 0 nan -363.664844 nan nan -361.765127 -363.900196 0.142457 nan -1.969075 -2.811124 -2.805838 -0.005776 -2.811615 -0.012789 -2.818628
5529 8 6 0 2 0 nan -383.516010 nan nan -381.582908 -383.769957 0.130069 nan -1.885082 -2.688052 -2.679669 -0.008594 -2.688264 -0.018594 -2.698263
5530 8 5 2 1 0 nan -379.725513 nan nan -377.783110 -379.969148 0.131854 nan -1.781765 -2.632657 -2.630610 -0.002103 -2.632712 -0.002248 -2.632858
5531 7 5 1 2 0 -399.473196 -399.577475 -399.371653 -399.679018 -397.601951 -399.839536 0.119366 -2.510603 -1.698834 -2.510112 -2.505502 -0.005277 -2.510779 -0.006095 -2.511597
5532 10 6 2 0 0 nan -343.788427 nan nan -341.930558 -344.015170 0.154836 nan -2.036278 -2.918922 -2.915219 -0.004444 -2.919662 -0.005585 -2.920804
5533 9 6 1 1 0 nan -363.641298 nan nan -361.749865 -363.887451 0.142295 nan -1.953812 -2.798217 -2.790576 -0.007294 -2.797870 -0.007713 -2.798289
5534 8 5 2 1 0 nan -379.695988 nan nan -377.760567 -379.950581 0.131017 nan -1.759222 -2.613253 -2.608067 -0.004644 -2.612711 0.001653 -2.606414
5535 8 5 2 1 0 nan -379.684349 nan nan -377.742465 -379.932687 0.131874 nan -1.741120 -2.596216 -2.589965 -0.004638 -2.594602 -0.003864 -2.593829
5536 7 4 3 1 0 -395.635723 -395.740060 -395.534766 -395.841018 -393.756219 -395.997351 0.120543 -2.402473 -1.549583 -2.412733 -2.410509 -0.004008 -2.414517 0.006375 -2.404133
5537 8 5 2 1 0 nan -379.695017 nan nan -377.748760 -379.936756 0.131395 nan -1.747415 -2.599806 -2.596260 -0.004099 -2.600359 -0.007279 -2.603539
5538 7 5 1 2 0 -399.440754 -399.545295 -399.339438 -399.646611 -397.566292 -399.806595 0.118832 -2.478196 -1.663174 -2.476637 -2.469842 -0.008970 -2.478812 -0.010231 -2.480073
5539 7 4 3 1 0 -395.647335 -395.755019 -395.549518 -395.852836 -393.766107 -396.005218 0.120732 -2.414290 -1.559471 -2.420789 -2.420396 -0.001055 -2.421452 0.006585 -2.413811
5540 6 4 2 2 0 -415.487764 -415.605745 -415.392286 -415.701223 -413.581949 -415.875088 0.107874 -2.291353 -1.473539 -2.297356 -2.292288 -0.004252 -2.296540 -0.000373 -2.292661
5541 9 6 1 1 0 nan -363.646423 nan nan -361.753437 -363.889510 0.141955 nan -1.957384 -2.799936 -2.794148 -0.006533 -2.800681 -0.009232 -2.803380
5542 8 6 0 2 0 nan -383.501249 nan nan -381.574631 -383.762448 0.129798 nan -1.876805 -2.680272 -2.671393 -0.007983 -2.679376 -0.012156 -2.683548
5543 8 5 2 1 0 nan -379.698345 nan nan -377.761820 -379.950248 0.130749 nan -1.760475 -2.612652 -2.609320 -0.004144 -2.613464 0.003078 -2.606242
5544 7 5 1 2 0 -399.452135 -399.554676 -399.349063 -399.657748 -397.584168 -399.824300 0.118495 -2.489333 -1.681051 -2.494005 -2.487719 -0.006417 -2.494135 -0.001590 -2.489309
5545 8 5 2 1 0 nan -379.686804 nan nan -377.742140 -379.932554 0.131195 nan -1.740795 -2.595404 -2.589640 -0.005754 -2.595394 -0.004490 -2.594130
5546 7 5 1 2 0 -399.437300 nan -399.335192 nan -397.562911 -399.804863 0.119133 nan -1.659793 -2.475206 -2.466462 -0.008330 -2.474792 -0.010542 -2.477004
5547 7 4 3 1 0 -395.636195 -395.742716 -395.537356 -395.841555 -393.755057 -395.997177 0.120297 -2.403010 -1.548421 -2.412313 -2.409346 -0.002216 -2.411563 0.005473 -2.403873
5548 6 4 2 2 0 -415.479520 nan -415.382777 nan -413.573898 -415.868850 0.107735 nan -1.465489 -2.290979 -2.284238 -0.005638 -2.289876 0.001544 -2.282694
5549 7 5 1 2 0 -399.444673 -399.551198 -399.345426 -399.650445 -397.569426 -399.809460 0.118726 -2.482029 -1.666308 -2.479396 -2.472977 -0.006354 -2.479331 -0.010428 -2.483404
5550 6 5 0 3 0 -419.288816 -419.405433 -419.191817 -419.502432 -417.389491 -419.681377 0.106648 -2.362691 -1.584600 -2.358790 -2.349092 -0.009930 -2.359021 -0.015279 -2.364371
5551 6 4 2 2 0 -415.490388 -415.610383 -415.396899 -415.703872 -413.584119 -415.876825 0.107824 -2.294002 -1.475709 -2.299043 -2.294458 -0.003994 -2.298452 0.002531 -2.291927
5552 5 4 1 3 0 nan -435.461927 nan nan -433.402061 -435.746739 0.095261 nan -1.391878 -2.175949 -2.168451 -0.006271 -2.174722 -0.005084 -2.173535
5553 8 5 2 1 0 nan -379.706182 nan nan -377.754960 -379.941865 0.131919 nan -1.753616 -2.605439 -2.602460 -0.003591 -2.606051 -0.007202 -2.609662
5554 7 4 3 1 0 -395.655385 -395.763523 -395.558180 -395.860729 -393.769738 -396.007909 0.120767 -2.422184 -1.563101 -2.423515 -2.424027 -0.001360 -2.425386 0.000706 -2.423321
5555 7 5 1 2 0 -399.454197 -399.559596 -399.354024 -399.659769 -397.575336 -399.814512 0.120215 -2.491354 -1.672218 -2.485937 -2.478886 -0.006235 -2.485121 -0.011584 -2.490470
5556 6 4 2 2 0 -415.498568 -415.616493 -415.403316 -415.711745 -413.590009 -415.880359 0.108876 -2.301874 -1.481600 -2.303629 -2.300348 -0.003139 -2.303487 -0.000515 -2.300863
5557 7 5 1 2 0 -399.444651 nan -399.337073 nan -397.577680 -399.817305 0.115965 nan -1.674562 -2.484480 -2.481231 -0.002571 -2.483802 -0.005085 -2.486315
5558 7 5 1 2 0 nan -399.574944 nan nan -397.587059 -399.822870 0.119541 nan -1.683941 -2.493621 -2.490610 -0.002189 -2.492798 -0.012041 -2.502650
5559 6 5 0 3 0 nan -419.420660 nan nan -417.398904 -419.687549 0.106982 nan -1.594013 -2.365296 -2.358505 -0.005715 -2.364220 -0.017434 -2.375938
5560 6 4 2 2 0 -415.514009 -415.635180 -415.421997 -415.727192 -413.604878 -415.891426 0.108867 -2.317321 -1.496469 -2.314687 -2.315217 0.000772 -2.314445 -0.000119 -2.315337
